recv_time,topic,payload
2026-01-28 17:27:49.105962,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 55099, ""temperature"": 20}"
2026-01-28 17:27:49.105962,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 55099, ""temperature"": 29}"
2026-01-28 17:27:54.115532,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 60110, ""temperature"": 23}"
2026-01-28 17:27:54.115532,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 60110, ""temperature"": 30}"
2026-01-28 17:27:59.125337,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 65117, ""temperature"": 29}"
2026-01-28 17:27:59.125337,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 65117, ""temperature"": 28}"
2026-01-28 17:28:04.138515,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 70129, ""temperature"": 20}"
2026-01-28 17:28:04.138515,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 70129, ""temperature"": 21}"
2026-01-28 17:28:09.150805,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 75145, ""temperature"": 21}"
2026-01-28 17:28:09.153789,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 75145, ""temperature"": 30}"
2026-01-28 17:28:14.169057,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 80163, ""temperature"": 27}"
2026-01-28 17:28:14.172147,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 80163, ""temperature"": 27}"
2026-01-28 17:28:19.172078,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 85164, ""temperature"": 23}"
2026-01-28 17:28:19.172078,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 85164, ""temperature"": 30}"
2026-01-28 17:28:24.187461,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 90179, ""temperature"": 28}"
2026-01-28 17:28:24.187461,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 90179, ""temperature"": 20}"
2026-01-28 17:28:29.195271,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 95187, ""temperature"": 30}"
2026-01-28 17:28:29.196689,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 95187, ""temperature"": 25}"
2026-01-28 17:28:34.200114,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 100194, ""temperature"": 23}"
2026-01-28 17:28:34.202125,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 100194, ""temperature"": 28}"
2026-01-28 17:28:39.211027,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 105205, ""temperature"": 22}"
2026-01-28 17:28:39.213068,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 105205, ""temperature"": 20}"
2026-01-28 17:28:44.222252,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 110213, ""temperature"": 21}"
2026-01-28 17:28:44.222841,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 110213, ""temperature"": 20}"
2026-01-28 17:28:49.224448,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 115218, ""temperature"": 30}"
2026-01-28 17:28:49.226458,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 115218, ""temperature"": 23}"
2026-01-28 17:28:54.234327,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 120227, ""temperature"": 29}"
2026-01-28 17:28:54.237202,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 120227, ""temperature"": 29}"
2026-01-28 17:28:59.240186,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 125233, ""temperature"": 23}"
2026-01-28 17:28:59.240186,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 125233, ""temperature"": 27}"
2026-01-28 17:29:04.259900,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 130253, ""temperature"": 28}"
2026-01-28 17:29:04.259900,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 130253, ""temperature"": 27}"
2026-01-28 17:29:09.269800,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 135262, ""temperature"": 27}"
2026-01-28 17:29:09.271809,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 135262, ""temperature"": 25}"
2026-01-28 17:29:14.285465,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 140279, ""temperature"": 24}"
2026-01-28 17:29:14.285465,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 140279, ""temperature"": 27}"
2026-01-28 17:29:19.289911,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 145282, ""temperature"": 26}"
2026-01-28 17:29:19.289911,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 145282, ""temperature"": 24}"
2026-01-28 17:29:24.294981,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 150289, ""temperature"": 29}"
2026-01-28 17:29:24.298129,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 150289, ""temperature"": 28}"
2026-01-28 17:29:29.309899,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 155303, ""temperature"": 29}"
2026-01-28 17:29:29.309899,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 155303, ""temperature"": 25}"
2026-01-28 17:29:34.321555,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 160314, ""temperature"": 28}"
2026-01-28 17:29:34.323741,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 160314, ""temperature"": 21}"
2026-01-28 17:29:39.332049,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 165323, ""temperature"": 28}"
2026-01-28 17:29:39.332049,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 165323, ""temperature"": 22}"
2026-01-28 17:29:44.347026,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 170339, ""temperature"": 28}"
2026-01-28 17:29:44.350079,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 170339, ""temperature"": 22}"
2026-01-28 17:29:49.360272,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 175353, ""temperature"": 28}"
2026-01-28 17:29:49.360272,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 175353, ""temperature"": 21}"
2026-01-28 17:29:54.377989,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 180369, ""temperature"": 25}"
2026-01-28 17:29:54.379395,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 180369, ""temperature"": 28}"
2026-01-28 17:29:59.389040,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 185381, ""temperature"": 20}"
2026-01-28 17:29:59.389040,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 185381, ""temperature"": 27}"
2026-01-28 17:30:04.399308,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 190392, ""temperature"": 24}"
2026-01-28 17:30:04.399308,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 190392, ""temperature"": 30}"
2026-01-28 17:30:09.403336,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 195395, ""temperature"": 24}"
2026-01-28 17:30:09.403336,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 195395, ""temperature"": 28}"
2026-01-28 17:30:14.416085,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 200410, ""temperature"": 30}"
2026-01-28 17:30:14.416085,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 200410, ""temperature"": 23}"
2026-01-28 17:30:19.417014,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 205411, ""temperature"": 26}"
2026-01-28 17:30:19.419020,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 205411, ""temperature"": 30}"
2026-01-28 17:30:24.419406,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 210413, ""temperature"": 26}"
2026-01-28 17:30:24.423106,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 210413, ""temperature"": 30}"
2026-01-28 17:30:29.426413,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 215418, ""temperature"": 28}"
2026-01-28 17:30:29.426413,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 215418, ""temperature"": 25}"
2026-01-28 17:30:34.436579,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 220431, ""temperature"": 26}"
2026-01-28 17:30:34.439977,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 220431, ""temperature"": 21}"
2026-01-28 17:30:39.444978,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 225439, ""temperature"": 20}"
2026-01-28 17:30:39.448471,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 225439, ""temperature"": 23}"
2026-01-28 17:30:44.461470,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 230453, ""temperature"": 23}"
2026-01-28 17:30:44.461470,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 230453, ""temperature"": 26}"
2026-01-28 17:30:49.471465,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 235463, ""temperature"": 30}"
2026-01-28 17:30:49.471465,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 235463, ""temperature"": 20}"
2026-01-28 17:30:54.475520,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 240470, ""temperature"": 22}"
2026-01-28 17:30:54.475520,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 240470, ""temperature"": 27}"
2026-01-28 17:30:59.476680,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 245471, ""temperature"": 23}"
2026-01-28 17:30:59.479315,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 245471, ""temperature"": 28}"
2026-01-28 17:31:04.485026,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 250479, ""temperature"": 30}"
2026-01-28 17:31:04.488158,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 250479, ""temperature"": 20}"
2026-01-28 17:31:09.494935,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 255489, ""temperature"": 29}"
2026-01-28 17:31:09.498246,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 255489, ""temperature"": 28}"
2026-01-28 17:31:14.496286,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 260489, ""temperature"": 29}"
2026-01-28 17:31:14.498296,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 260489, ""temperature"": 22}"
2026-01-28 17:31:19.505085,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 265497, ""temperature"": 22}"
2026-01-28 17:31:19.505085,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 265497, ""temperature"": 24}"
2026-01-28 17:31:24.510047,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 270503, ""temperature"": 28}"
2026-01-28 17:31:24.512053,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 270503, ""temperature"": 20}"
2026-01-28 17:31:29.520060,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 275513, ""temperature"": 27}"
2026-01-28 17:31:29.522069,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 275513, ""temperature"": 21}"
2026-01-28 17:31:34.529890,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 280522, ""temperature"": 21}"
2026-01-28 17:31:34.529890,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 280522, ""temperature"": 30}"
2026-01-28 17:31:39.538160,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 285530, ""temperature"": 29}"
2026-01-28 17:31:39.539168,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 285530, ""temperature"": 24}"
2026-01-28 17:31:44.541649,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 290534, ""temperature"": 20}"
2026-01-28 17:31:44.541649,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 290534, ""temperature"": 21}"
2026-01-28 17:31:49.542861,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 295537, ""temperature"": 21}"
2026-01-28 17:31:49.542861,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 295537, ""temperature"": 20}"
2026-04-05 13:15:41.416607,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775394941413, ""temperature"": 81}"
2026-04-05 13:15:44.423988,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775394944423, ""temperature"": 78}"
2026-04-05 13:15:47.428405,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775394947426, ""temperature"": 72}"
2026-04-05 13:15:50.428141,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775394950428, ""temperature"": 76}"
2026-04-05 13:15:53.442296,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775394953441, ""temperature"": 65}"
2026-04-05 13:15:56.447990,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775394956447, ""temperature"": 81}"
2026-04-05 13:15:59.463495,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775394959461, ""temperature"": 82}"
2026-04-05 13:16:02.476408,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775394962475, ""temperature"": 85}"
2026-04-05 13:16:05.485767,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775394965485, ""temperature"": 65}"
2026-04-05 13:16:08.499391,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775394968499, ""temperature"": 78}"
2026-04-05 13:16:11.503901,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775394971503, ""temperature"": 76}"
2026-04-05 13:16:14.511454,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775394974510, ""temperature"": 76}"
2026-04-05 13:16:17.515302,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775394977515, ""temperature"": 90}"
2026-04-05 13:16:20.523020,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775394980523, ""temperature"": 74}"
2026-04-05 13:16:23.527224,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775394983527, ""temperature"": 87}"
2026-04-05 13:16:26.528396,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775394986528, ""temperature"": 82}"
2026-04-05 13:16:29.533626,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775394989531, ""temperature"": 66}"
2026-04-05 13:16:32.541531,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775394992541, ""temperature"": 69}"
2026-04-05 13:16:35.544908,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775394995543, ""temperature"": 64}"
2026-04-05 13:16:38.547598,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775394998546, ""temperature"": 85}"
2026-04-05 13:16:41.561165,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395001561, ""temperature"": 84}"
2026-04-05 13:16:44.567473,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395004566, ""temperature"": 88}"
2026-04-05 13:16:47.580866,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395007579, ""temperature"": 82}"
2026-04-05 13:16:50.591189,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395010591, ""temperature"": 81}"
2026-04-05 13:16:53.594128,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395013594, ""temperature"": 80}"
2026-04-05 13:16:56.605701,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395016605, ""temperature"": 89}"
2026-04-05 13:16:59.615633,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395019614, ""temperature"": 74}"
2026-04-05 13:17:02.617837,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395022617, ""temperature"": 85}"
2026-04-05 13:17:05.631613,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395025629, ""temperature"": 86}"
2026-04-05 13:17:08.641447,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395028640, ""temperature"": 68}"
2026-04-05 13:17:11.654469,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395031653, ""temperature"": 78}"
2026-04-05 13:17:14.661506,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395034659, ""temperature"": 82}"
2026-04-05 13:17:17.662771,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395037661, ""temperature"": 66}"
2026-04-05 13:17:20.665017,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395040665, ""temperature"": 74}"
2026-04-05 13:17:23.672236,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395043671, ""temperature"": 88}"
2026-04-05 13:17:26.674577,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395046674, ""temperature"": 89}"
2026-04-05 13:17:29.676108,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395049676, ""temperature"": 85}"
2026-04-05 13:17:32.691890,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395052690, ""temperature"": 89}"
2026-04-05 13:17:35.693784,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395055693, ""temperature"": 63}"
2026-04-05 13:17:38.701515,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395058701, ""temperature"": 77}"
2026-04-05 13:17:41.713970,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395061713, ""temperature"": 70}"
2026-04-05 13:17:44.716183,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395064716, ""temperature"": 60}"
2026-04-05 13:17:47.721412,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395067719, ""temperature"": 74}"
2026-04-05 13:17:50.721372,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395070720, ""temperature"": 86}"
2026-04-05 13:17:53.731629,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395073729, ""temperature"": 83}"
2026-04-05 13:17:56.743941,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395076741, ""temperature"": 90}"
2026-04-05 13:17:59.743318,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395079743, ""temperature"": 66}"
2026-04-05 13:18:02.747556,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395082747, ""temperature"": 89}"
2026-04-05 13:18:05.753290,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395085753, ""temperature"": 85}"
2026-04-05 13:18:08.761624,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395088761, ""temperature"": 70}"
2026-04-05 13:18:11.772982,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395091771, ""temperature"": 80}"
2026-04-05 13:18:14.788938,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395094787, ""temperature"": 71}"
2026-04-05 13:18:17.795649,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395097795, ""temperature"": 87}"
2026-04-05 13:18:20.806628,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395100805, ""temperature"": 86}"
2026-04-05 13:18:23.816929,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395103816, ""temperature"": 90}"
2026-04-05 13:18:26.831486,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395106829, ""temperature"": 80}"
2026-04-05 13:18:29.844271,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395109844, ""temperature"": 65}"
2026-04-05 13:18:32.847994,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395112845, ""temperature"": 71}"
2026-04-05 13:18:35.852629,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395115852, ""temperature"": 68}"
2026-04-05 13:18:38.859271,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395118858, ""temperature"": 84}"
2026-04-05 13:18:41.863312,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395121863, ""temperature"": 83}"
2026-04-05 13:18:44.871781,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395124871, ""temperature"": 87}"
2026-04-05 13:18:47.881647,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395127881, ""temperature"": 67}"
2026-04-05 13:18:50.889594,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395130889, ""temperature"": 64}"
2026-04-05 13:18:53.899481,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395133899, ""temperature"": 66}"
2026-04-05 13:18:56.908264,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395136906, ""temperature"": 73}"
2026-04-05 13:18:59.907593,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395139907, ""temperature"": 89}"
2026-04-05 13:19:02.920065,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395142917, ""temperature"": 79}"
2026-04-05 13:19:05.922169,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395145921, ""temperature"": 72}"
2026-04-05 13:19:08.931506,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395148931, ""temperature"": 63}"
