recv_time,topic,payload
2026-01-28T17:53:00.049704,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":70014,""temperature"":24}"
2026-01-28T17:53:04.376934,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":70406,""temperature"":24}"
2026-01-28T17:53:14.509582,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":75015,""temperature"":22}"
2026-01-28T17:53:19.306903,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":75407,""temperature"":22}"
2026-01-28T17:53:28.979982,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":80016,""temperature"":20}"
2026-01-28T17:53:34.091281,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":80408,""temperature"":20}"
2026-01-28T17:53:43.654758,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":85017,""temperature"":24}"
2026-01-28T17:53:49.145919,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":85409,""temperature"":24}"
2026-01-28T17:53:57.981603,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":90018,""temperature"":27}"
2026-01-28T17:54:03.415634,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":90410,""temperature"":27}"
2026-01-28T17:54:12.166982,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":95019,""temperature"":24}"
2026-01-28T17:54:17.819287,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":95411,""temperature"":24}"
2026-01-28T17:54:26.378750,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":100020,""temperature"":27}"
2026-01-28T17:54:32.884080,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":100412,""temperature"":27}"
2026-01-28T17:54:41.565360,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":105021,""temperature"":25}"
2026-01-28T17:54:48.462639,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":105413,""temperature"":25}"
2026-01-28T17:55:02.558556,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":110022,""temperature"":29}"
2026-01-28T17:55:06.613866,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":110414,""temperature"":29}"
2026-01-28T17:55:18.887907,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":115023,""temperature"":23}"
2026-01-28T17:55:24.072895,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":115415,""temperature"":23}"
2026-01-28T17:55:39.811542,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":120024,""temperature"":21}"
2026-01-28T17:55:42.651377,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":120416,""temperature"":21}"
2026-01-28T17:55:54.413647,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":125025,""temperature"":24}"
2026-01-28T17:55:57.292531,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":125417,""temperature"":24}"
2026-01-28T17:56:08.969418,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":130026,""temperature"":29}"
2026-01-28T17:56:11.683745,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":130418,""temperature"":29}"
2026-01-28T17:56:23.144307,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":135027,""temperature"":23}"
2026-01-28T17:56:25.664865,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":135419,""temperature"":23}"
2026-01-28T17:56:36.884027,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":140028,""temperature"":28}"
2026-01-28T17:56:40.772682,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":140420,""temperature"":28}"
2026-01-28T17:56:51.484289,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":145029,""temperature"":25}"
2026-01-28T17:56:55.031399,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":145421,""temperature"":25}"
2026-01-28T17:57:05.398676,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":150030,""temperature"":24}"
2026-01-28T17:57:09.405338,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":150422,""temperature"":24}"
2026-01-28T17:57:19.753545,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":155031,""temperature"":27}"
2026-01-28T17:57:23.551937,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":155423,""temperature"":27}"
2026-01-28T17:57:33.848434,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":160032,""temperature"":21}"
2026-01-28T17:57:37.983460,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":160424,""temperature"":21}"
2026-01-28T17:57:47.726290,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":165033,""temperature"":26}"
2026-01-28T17:57:52.356867,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":165425,""temperature"":26}"
2026-01-28T17:58:02.186686,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":170034,""temperature"":26}"
2026-01-28T17:58:07.003283,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":170426,""temperature"":26}"
2026-01-28T17:58:16.370976,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":175035,""temperature"":23}"
2026-01-28T17:58:21.392713,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":175427,""temperature"":23}"
2026-01-28T17:58:29.704441,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":180036,""temperature"":28}"
2026-01-28T17:58:35.616568,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":180428,""temperature"":28}"
2026-01-28T17:58:44.402193,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":185037,""temperature"":27}"
2026-01-28T17:58:49.649094,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":185429,""temperature"":27}"
2026-01-28T17:58:58.551808,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":190038,""temperature"":24}"
2026-01-28T17:59:04.521220,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":190430,""temperature"":24}"
2026-01-28T17:59:12.513454,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":195039,""temperature"":22}"
2026-01-28T17:59:19.042830,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":195431,""temperature"":22}"
2026-01-28T17:59:27.022538,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":200040,""temperature"":24}"
2026-01-28T17:59:33.264367,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":200432,""temperature"":24}"
2026-01-28T17:59:40.780910,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":205041,""temperature"":22}"
2026-01-28T17:59:51.344159,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":205433,""temperature"":22}"
2026-01-28T18:00:00.209893,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":210042,""temperature"":27}"
2026-01-28T18:00:05.555294,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":210434,""temperature"":27}"
2026-01-28T18:00:14.874497,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":215043,""temperature"":26}"
2026-01-28T18:00:19.710438,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":215435,""temperature"":26}"
2026-01-28T18:00:29.116347,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":220044,""temperature"":29}"
2026-01-28T18:00:34.081830,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":220436,""temperature"":29}"
2026-01-28T18:00:43.435666,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":225045,""temperature"":21}"
2026-01-28T18:00:49.093596,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":225437,""temperature"":21}"
2026-01-28T18:00:57.915700,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":230046,""temperature"":26}"
2026-01-28T18:01:04.116054,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":230438,""temperature"":26}"
2026-01-28T18:01:12.600944,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":235047,""temperature"":25}"
2026-01-28T18:01:18.984979,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":235439,""temperature"":25}"
2026-01-28T18:01:30.432221,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":240048,""temperature"":26}"
2026-01-28T18:01:36.512210,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":240440,""temperature"":26}"
2026-01-28T18:01:44.945902,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":245049,""temperature"":28}"
2026-01-28T18:01:50.679941,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":245441,""temperature"":28}"
2026-01-28T18:01:59.217897,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":250050,""temperature"":23}"
2026-01-28T18:02:05.546101,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":250442,""temperature"":23}"
2026-01-28T18:02:13.941742,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":255051,""temperature"":22}"
2026-01-28T18:02:20.195311,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":255443,""temperature"":22}"
2026-01-28T18:02:28.093166,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":260052,""temperature"":24}"
2026-01-28T18:02:33.996695,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":260444,""temperature"":24}"
2026-01-28T18:02:45.666219,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":265053,""temperature"":25}"
2026-01-28T18:02:50.628952,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":265445,""temperature"":25}"
2026-01-28T18:02:59.914361,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":270054,""temperature"":22}"
2026-01-28T18:03:05.096304,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":270446,""temperature"":22}"
2026-01-28T18:03:17.276135,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":275055,""temperature"":26}"
2026-01-28T18:03:22.143530,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":275447,""temperature"":26}"
2026-01-28T18:03:31.892137,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":280056,""temperature"":22}"
2026-01-28T18:03:36.229878,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":280448,""temperature"":22}"
2026-01-28T18:03:46.304357,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":285057,""temperature"":22}"
2026-01-28T18:03:53.332771,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":285449,""temperature"":22}"
2026-01-28T18:04:04.462515,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":290058,""temperature"":28}"
2026-01-28T18:04:08.808716,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":290450,""temperature"":28}"
2026-01-28T18:04:25.549012,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":295059,""temperature"":25}"
2026-01-28T18:04:30.172351,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":295451,""temperature"":25}"
2026-01-28T18:04:51.547073,iot/lab/sensor1/temperature,"{""sensor_id"":""sensor1"",""ts_device"":300452,""temperature"":29}"
2026-01-28T18:04:56.604272,iot/lab/sensor2/temperature,"{""sensor_id"":""sensor2"",""ts_device"":301444,""temperature"":23}"
