recv_time,topic,payload
2026-01-28T17:27:59.125337,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 65117, ""temperature"": 28}"
2026-01-28T17:27:59.125337,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 65117, ""temperature"": 29}"
2026-01-28T17:28:04.138515,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 70129, ""temperature"": 20}"
2026-01-28T17:28:04.138515,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 70129, ""temperature"": 21}"
2026-01-28T17:28:09.150805,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 75145, ""temperature"": 21}"
2026-01-28T17:28:09.153789,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 75145, ""temperature"": 30}"
2026-01-28T17:28:14.169057,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 80163, ""temperature"": 27}"
2026-01-28T17:28:14.172147,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 80163, ""temperature"": 27}"
2026-01-28T17:28:19.172078,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 85164, ""temperature"": 23}"
2026-01-28T17:28:19.172078,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 85164, ""temperature"": 30}"
2026-01-28T17:28:24.187461,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 90179, ""temperature"": 28}"
2026-01-28T17:28:24.187461,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 90179, ""temperature"": 20}"
2026-01-28T17:28:29.195271,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 95187, ""temperature"": 30}"
2026-01-28T17:28:29.196689,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 95187, ""temperature"": 25}"
2026-01-28T17:28:34.200114,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 100194, ""temperature"": 23}"
2026-01-28T17:28:34.202125,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 100194, ""temperature"": 28}"
2026-01-28T17:28:39.211027,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 105205, ""temperature"": 22}"
2026-01-28T17:28:39.213068,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 105205, ""temperature"": 20}"
2026-01-28T17:28:44.222252,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 110213, ""temperature"": 21}"
2026-01-28T17:28:44.222841,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 110213, ""temperature"": 20}"
2026-01-28T17:28:49.224448,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 115218, ""temperature"": 30}"
2026-01-28T17:28:49.226458,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 115218, ""temperature"": 23}"
2026-01-28T17:28:54.234327,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 120227, ""temperature"": 29}"
2026-01-28T17:28:54.237202,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 120227, ""temperature"": 29}"
2026-01-28T17:28:59.240186,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 125233, ""temperature"": 23}"
2026-01-28T17:28:59.240186,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 125233, ""temperature"": 27}"
2026-01-28T17:29:04.259900,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 130253, ""temperature"": 28}"
2026-01-28T17:29:04.259900,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 130253, ""temperature"": 27}"
2026-01-28T17:29:09.269800,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 135262, ""temperature"": 27}"
2026-01-28T17:29:09.271809,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 135262, ""temperature"": 25}"
2026-01-28T17:29:14.285465,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 140279, ""temperature"": 27}"
2026-01-28T17:29:14.285465,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 140279, ""temperature"": 24}"
2026-01-28T17:29:19.289911,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 145282, ""temperature"": 26}"
2026-01-28T17:29:19.289911,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 145282, ""temperature"": 24}"
2026-01-28T17:29:24.294981,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 150289, ""temperature"": 29}"
2026-01-28T17:29:24.298129,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 150289, ""temperature"": 28}"
2026-01-28T17:29:29.309899,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 155303, ""temperature"": 29}"
2026-01-28T17:29:29.309899,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 155303, ""temperature"": 25}"
2026-01-28T17:29:34.321555,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 160314, ""temperature"": 28}"
2026-01-28T17:29:34.323741,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 160314, ""temperature"": 21}"
2026-01-28T17:29:39.332049,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 165323, ""temperature"": 28}"
2026-01-28T17:29:39.332049,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 165323, ""temperature"": 22}"
2026-01-28T17:29:44.347026,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 170339, ""temperature"": 28}"
2026-01-28T17:29:44.350079,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 170339, ""temperature"": 22}"
2026-01-28T17:29:49.360272,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 175353, ""temperature"": 21}"
2026-01-28T17:29:49.360272,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 175353, ""temperature"": 28}"
2026-01-28T17:29:54.377989,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 180369, ""temperature"": 25}"
2026-01-28T17:29:54.379395,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 180369, ""temperature"": 28}"
2026-01-28T17:29:59.389040,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 185381, ""temperature"": 20}"
2026-01-28T17:29:59.389040,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 185381, ""temperature"": 27}"
2026-01-28T17:30:04.399308,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 190392, ""temperature"": 24}"
2026-01-28T17:30:04.399308,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 190392, ""temperature"": 30}"
2026-01-28T17:30:09.403336,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 195395, ""temperature"": 24}"
2026-01-28T17:30:09.403336,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 195395, ""temperature"": 28}"
2026-01-28T17:30:14.416085,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 200410, ""temperature"": 30}"
2026-01-28T17:30:14.416085,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 200410, ""temperature"": 23}"
2026-01-28T17:30:19.417014,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 205411, ""temperature"": 26}"
2026-01-28T17:30:19.419020,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 205411, ""temperature"": 30}"
2026-01-28T17:30:24.419406,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 210413, ""temperature"": 26}"
2026-01-28T17:30:24.423106,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 210413, ""temperature"": 30}"
2026-01-28T17:30:29.426413,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 215418, ""temperature"": 28}"
2026-01-28T17:30:29.426413,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 215418, ""temperature"": 25}"
2026-01-28T17:30:34.436579,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 220431, ""temperature"": 26}"
2026-01-28T17:30:34.439977,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 220431, ""temperature"": 21}"
2026-01-28T17:30:39.444978,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 225439, ""temperature"": 20}"
2026-01-28T17:30:39.448471,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 225439, ""temperature"": 23}"
2026-01-28T17:30:44.461470,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 230453, ""temperature"": 23}"
2026-01-28T17:30:44.461470,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 230453, ""temperature"": 26}"
2026-01-28T17:30:49.471465,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 235463, ""temperature"": 30}"
2026-01-28T17:30:49.471465,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 235463, ""temperature"": 20}"
2026-01-28T17:30:54.475520,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 240470, ""temperature"": 22}"
2026-01-28T17:30:54.475520,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 240470, ""temperature"": 27}"
2026-01-28T17:30:59.476680,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 245471, ""temperature"": 23}"
2026-01-28T17:30:59.479315,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 245471, ""temperature"": 28}"
2026-01-28T17:31:04.485026,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 250479, ""temperature"": 30}"
2026-01-28T17:31:04.488158,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 250479, ""temperature"": 20}"
2026-01-28T17:31:09.494935,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 255489, ""temperature"": 29}"
2026-01-28T17:31:09.498246,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 255489, ""temperature"": 28}"
2026-01-28T17:31:14.496286,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 260489, ""temperature"": 29}"
2026-01-28T17:31:14.498296,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 260489, ""temperature"": 22}"
2026-01-28T17:31:19.505085,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 265497, ""temperature"": 22}"
2026-01-28T17:31:19.505085,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 265497, ""temperature"": 24}"
2026-01-28T17:31:24.510047,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 270503, ""temperature"": 28}"
2026-01-28T17:31:24.512053,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 270503, ""temperature"": 20}"
2026-01-28T17:31:29.520060,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 275513, ""temperature"": 27}"
2026-01-28T17:31:29.522069,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 275513, ""temperature"": 21}"
2026-01-28T17:31:34.529890,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 280522, ""temperature"": 30}"
2026-01-28T17:31:34.529890,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 280522, ""temperature"": 21}"
2026-01-28T17:31:39.538160,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 285530, ""temperature"": 29}"
2026-01-28T17:31:39.539168,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 285530, ""temperature"": 24}"
2026-01-28T17:31:44.541649,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 290534, ""temperature"": 20}"
2026-01-28T17:31:44.541649,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 290534, ""temperature"": 21}"
2026-01-28T17:31:49.542861,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 295537, ""temperature"": 21}"
2026-01-28T17:31:49.542861,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 295537, ""temperature"": 20}"
