recv_time,topic,payload
2026-01-28T15:57:18.986260,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 9097, ""temperature"": 21}"
2026-01-28T15:57:18.986260,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 9097, ""temperature"": 27}"
2026-01-28T15:57:19.988448,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 10099, ""temperature"": 27}"
2026-01-28T15:57:19.989472,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 10099, ""temperature"": 22}"
2026-01-28T15:57:20.992498,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 11103, ""temperature"": 28}"
2026-01-28T15:57:20.992498,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 11103, ""temperature"": 27}"
2026-01-28T15:57:21.995026,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 12105, ""temperature"": 23}"
2026-01-28T15:57:21.996238,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 12105, ""temperature"": 24}"
2026-01-28T15:57:23.009981,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 13121, ""temperature"": 22}"
2026-01-28T15:57:23.009981,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 13121, ""temperature"": 20}"
2026-01-28T15:57:24.012295,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 14123, ""temperature"": 26}"
2026-01-28T15:57:24.013538,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 14123, ""temperature"": 27}"
2026-01-28T15:57:25.024028,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 15135, ""temperature"": 30}"
2026-01-28T15:57:25.025370,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 15135, ""temperature"": 29}"
2026-01-28T15:57:26.030325,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 16141, ""temperature"": 29}"
2026-01-28T15:57:26.031485,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 16141, ""temperature"": 22}"
2026-01-28T15:57:27.033137,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 17143, ""temperature"": 21}"
2026-01-28T15:57:27.033137,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 17143, ""temperature"": 22}"
2026-01-28T15:57:28.037965,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 18148, ""temperature"": 24}"
2026-01-28T15:57:28.037965,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 18148, ""temperature"": 21}"
2026-01-28T15:57:29.039682,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 19150, ""temperature"": 26}"
2026-01-28T15:57:29.040693,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 19150, ""temperature"": 20}"
2026-01-28T15:57:30.052344,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 20163, ""temperature"": 29}"
2026-01-28T15:57:30.053272,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 20163, ""temperature"": 24}"
2026-01-28T15:57:31.055365,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 21166, ""temperature"": 27}"
2026-01-28T15:57:31.056525,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 21166, ""temperature"": 29}"
2026-01-28T15:57:32.059244,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 22169, ""temperature"": 26}"
2026-01-28T15:57:32.059244,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 22169, ""temperature"": 29}"
2026-01-28T15:57:33.062420,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 23173, ""temperature"": 23}"
2026-01-28T15:57:33.062420,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 23173, ""temperature"": 26}"
2026-01-28T15:57:34.066278,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 24176, ""temperature"": 27}"
2026-01-28T15:57:34.067355,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 24176, ""temperature"": 30}"
2026-01-28T15:57:35.077907,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 25188, ""temperature"": 29}"
2026-01-28T15:57:35.077907,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 25188, ""temperature"": 28}"
2026-01-28T15:57:36.080927,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 26191, ""temperature"": 24}"
2026-01-28T15:57:36.080927,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 26191, ""temperature"": 23}"
2026-01-28T15:57:37.092053,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 27202, ""temperature"": 25}"
2026-01-28T15:57:37.093071,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 27202, ""temperature"": 23}"
2026-01-28T15:57:38.094540,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 28206, ""temperature"": 22}"
2026-01-28T15:57:38.095996,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 28206, ""temperature"": 27}"
2026-01-28T15:57:39.110140,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 29221, ""temperature"": 27}"
2026-01-28T15:57:39.111213,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 29221, ""temperature"": 24}"
2026-01-28T15:57:40.117762,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 30228, ""temperature"": 22}"
2026-01-28T15:57:40.118806,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 30228, ""temperature"": 24}"
2026-01-28T15:57:41.131846,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 31242, ""temperature"": 27}"
2026-01-28T15:57:41.132860,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 31242, ""temperature"": 21}"
2026-01-28T15:57:42.143297,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 32254, ""temperature"": 22}"
2026-01-28T15:57:42.144286,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 32254, ""temperature"": 22}"
2026-01-28T15:57:43.144400,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 33255, ""temperature"": 20}"
2026-01-28T15:57:43.145635,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 33255, ""temperature"": 30}"
2026-01-28T15:57:44.152469,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 34263, ""temperature"": 30}"
2026-01-28T15:57:44.152469,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 34263, ""temperature"": 29}"
2026-01-28T15:57:45.162383,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 35273, ""temperature"": 27}"
2026-01-28T15:57:45.162383,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 35273, ""temperature"": 22}"
2026-01-28T15:57:46.177596,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 36288, ""temperature"": 21}"
2026-01-28T15:57:46.178706,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 36288, ""temperature"": 25}"
2026-01-28T15:57:47.191409,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 37302, ""temperature"": 22}"
2026-01-28T15:57:47.192433,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 37302, ""temperature"": 29}"
2026-01-28T15:57:48.207227,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 38318, ""temperature"": 21}"
2026-01-28T15:57:48.207227,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 38318, ""temperature"": 28}"
2026-01-28T15:57:49.224267,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 39334, ""temperature"": 30}"
2026-01-28T15:57:49.224267,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 39334, ""temperature"": 21}"
2026-01-28T15:57:50.229512,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 40340, ""temperature"": 30}"
2026-01-28T15:57:50.229512,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 40340, ""temperature"": 22}"
2026-01-28T15:57:51.242833,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 41353, ""temperature"": 21}"
2026-01-28T15:57:51.242833,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 41353, ""temperature"": 23}"
2026-01-28T15:57:52.258245,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 42369, ""temperature"": 28}"
2026-01-28T15:57:52.258245,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 42369, ""temperature"": 30}"
2026-01-28T15:57:53.264386,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 43375, ""temperature"": 30}"
2026-01-28T15:57:53.265518,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 43375, ""temperature"": 25}"
2026-01-28T15:57:54.268529,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 44379, ""temperature"": 29}"
2026-01-28T15:57:54.268529,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 44379, ""temperature"": 28}"
2026-01-28T15:57:55.272916,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 45383, ""temperature"": 21}"
2026-01-28T15:57:55.273918,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 45383, ""temperature"": 21}"
2026-01-28T15:57:56.276439,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 46387, ""temperature"": 25}"
2026-01-28T15:57:56.277454,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 46387, ""temperature"": 25}"
2026-01-28T15:57:57.288320,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 47399, ""temperature"": 24}"
2026-01-28T15:57:57.288320,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 47399, ""temperature"": 28}"
2026-01-28T15:57:58.296273,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 48406, ""temperature"": 28}"
2026-01-28T15:57:58.297280,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 48406, ""temperature"": 29}"
2026-01-28T15:57:59.310214,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 49421, ""temperature"": 21}"
2026-01-28T15:57:59.310214,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 49421, ""temperature"": 29}"
2026-01-28T15:58:00.312112,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 50423, ""temperature"": 26}"
2026-01-28T15:58:00.312112,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 50423, ""temperature"": 20}"
2026-01-28T15:58:01.329068,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 51439, ""temperature"": 22}"
2026-01-28T15:58:01.330099,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 51439, ""temperature"": 28}"
2026-01-28T15:58:02.344163,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 52454, ""temperature"": 28}"
2026-01-28T15:58:02.344742,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 52454, ""temperature"": 27}"
2026-01-28T15:58:03.348459,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 53459, ""temperature"": 20}"
2026-01-28T15:58:03.348459,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 53459, ""temperature"": 22}"
2026-01-28T15:58:04.352654,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 54463, ""temperature"": 24}"
2026-01-28T15:58:04.352654,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 54463, ""temperature"": 23}"
2026-01-28T15:58:05.357820,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 55468, ""temperature"": 23}"
2026-01-28T15:58:05.357820,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 55468, ""temperature"": 27}"
2026-01-28T15:58:06.362704,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 56473, ""temperature"": 20}"
2026-01-28T15:58:06.362704,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 56473, ""temperature"": 22}"
2026-01-28T15:58:07.378407,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 57488, ""temperature"": 21}"
2026-01-28T15:58:07.378407,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 57488, ""temperature"": 23}"
2026-01-28T15:58:08.383362,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 58494, ""temperature"": 27}"
2026-01-28T15:58:08.383866,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 58494, ""temperature"": 25}"
2026-01-28T15:58:09.384290,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 59495, ""temperature"": 26}"
2026-01-28T15:58:09.385554,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 59495, ""temperature"": 21}"
2026-01-28T15:58:10.393920,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 60504, ""temperature"": 25}"
2026-01-28T15:58:10.393920,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 60504, ""temperature"": 21}"
2026-01-28T15:58:11.395085,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 61505, ""temperature"": 28}"
2026-01-28T15:58:11.396114,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 61505, ""temperature"": 29}"
2026-01-28T15:58:12.410169,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 62521, ""temperature"": 25}"
2026-01-28T15:58:12.411376,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 62521, ""temperature"": 30}"
2026-01-28T15:58:13.413424,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 63523, ""temperature"": 20}"
2026-01-28T15:58:13.413946,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 63523, ""temperature"": 21}"
2026-01-28T15:58:14.413819,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 64524, ""temperature"": 25}"
2026-01-28T15:58:14.413819,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 64524, ""temperature"": 29}"
2026-01-28T15:58:15.415900,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 65526, ""temperature"": 25}"
2026-01-28T15:58:15.415900,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 65526, ""temperature"": 28}"
2026-01-28T15:58:16.427376,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 66538, ""temperature"": 29}"
2026-01-28T15:58:16.427376,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 66538, ""temperature"": 21}"
2026-01-28T15:58:17.443915,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 67554, ""temperature"": 23}"
2026-01-28T15:58:17.445057,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 67554, ""temperature"": 21}"
2026-01-28T15:58:18.460079,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 68570, ""temperature"": 20}"
2026-01-28T15:58:18.461088,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 68570, ""temperature"": 27}"
2026-01-28T15:58:19.473902,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 69585, ""temperature"": 30}"
2026-01-28T15:58:19.475401,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 69585, ""temperature"": 20}"
2026-01-28T15:58:20.488103,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 70598, ""temperature"": 21}"
2026-01-28T15:58:20.489099,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 70598, ""temperature"": 22}"
2026-01-28T15:58:21.498843,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 71609, ""temperature"": 23}"
2026-01-28T15:58:21.498843,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 71609, ""temperature"": 28}"
2026-01-28T15:58:22.514057,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 72624, ""temperature"": 20}"
2026-01-28T15:58:22.514057,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 72624, ""temperature"": 26}"
2026-01-28T15:58:23.527480,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 73638, ""temperature"": 20}"
2026-01-28T15:58:23.527480,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 73638, ""temperature"": 27}"
2026-01-28T15:58:24.547824,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 74656, ""temperature"": 24}"
2026-01-28T15:58:24.549817,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 74656, ""temperature"": 29}"
2026-01-28T15:58:25.565012,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 75675, ""temperature"": 23}"
2026-01-28T15:58:25.567025,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 75675, ""temperature"": 28}"
2026-01-28T15:58:26.575244,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 76686, ""temperature"": 26}"
2026-01-28T15:58:26.575244,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 76686, ""temperature"": 20}"
2026-01-28T15:58:27.581646,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 77692, ""temperature"": 22}"
2026-01-28T15:58:27.582149,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 77692, ""temperature"": 30}"
2026-01-28T15:58:28.594193,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 78704, ""temperature"": 25}"
2026-01-28T15:58:28.595359,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 78704, ""temperature"": 29}"
2026-01-28T15:58:29.608770,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 79719, ""temperature"": 23}"
2026-01-28T15:58:29.608770,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 79719, ""temperature"": 22}"
2026-01-28T15:58:30.621133,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 80731, ""temperature"": 21}"
2026-01-28T15:58:30.621133,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 80731, ""temperature"": 23}"
2026-01-28T15:58:31.636893,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 81746, ""temperature"": 27}"
2026-01-28T15:58:31.637897,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 81746, ""temperature"": 20}"
2026-01-28T15:58:32.638116,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 82750, ""temperature"": 24}"
2026-01-28T15:58:32.640571,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 82750, ""temperature"": 25}"
2026-01-28T15:58:33.643861,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 83754, ""temperature"": 28}"
2026-01-28T15:58:33.644924,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 83754, ""temperature"": 24}"
2026-01-28T15:58:34.657138,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 84768, ""temperature"": 30}"
2026-01-28T15:58:34.658774,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 84768, ""temperature"": 21}"
2026-01-28T15:58:35.669159,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 85780, ""temperature"": 25}"
2026-01-28T15:58:35.671160,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 85780, ""temperature"": 20}"
2026-01-28T15:58:36.672967,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 86783, ""temperature"": 20}"
2026-01-28T15:58:36.674997,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 86783, ""temperature"": 24}"
2026-01-28T15:58:37.676207,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 87788, ""temperature"": 21}"
2026-01-28T15:58:37.677694,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 87788, ""temperature"": 27}"
2026-01-28T15:58:38.681190,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 88792, ""temperature"": 28}"
2026-01-28T15:58:38.681190,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 88792, ""temperature"": 29}"
2026-01-28T15:58:39.702991,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 89811, ""temperature"": 22}"
2026-01-28T15:58:39.703997,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 89811, ""temperature"": 25}"
2026-01-28T15:58:40.715906,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 90826, ""temperature"": 29}"
2026-01-28T15:58:40.716955,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 90826, ""temperature"": 21}"
2026-01-28T15:58:41.729258,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 91840, ""temperature"": 21}"
2026-01-28T15:58:41.729258,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 91840, ""temperature"": 28}"
2026-01-28T15:58:42.736856,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 92848, ""temperature"": 25}"
2026-01-28T15:58:42.737891,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 92848, ""temperature"": 28}"
2026-01-28T15:58:43.752183,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 93862, ""temperature"": 26}"
2026-01-28T15:58:43.752183,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 93862, ""temperature"": 27}"
2026-01-28T15:58:44.759275,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 94869, ""temperature"": 23}"
2026-01-28T15:58:44.760282,iot/lab/sensor2/temperature,"{""sensor_id"": ""sensor2"", ""ts_device"": 94869, ""temperature"": 25}"
2026-01-28T15:58:45.775464,iot/lab/sensor1/temperature,"{""sensor_id"": ""sensor1"", ""ts_device"": 95885, ""temperature"": 23}"
