recv_time,topic,payload
2026-04-05T13:18:38.859271,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395118858, ""temperature"": 84}"
2026-04-05T13:18:41.863312,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395121863, ""temperature"": 83}"
2026-04-05T13:18:44.871781,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395124871, ""temperature"": 87}"
2026-04-05T13:18:47.881647,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395127881, ""temperature"": 67}"
2026-04-05T13:18:50.889594,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395130889, ""temperature"": 64}"
2026-04-05T13:18:53.899481,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395133899, ""temperature"": 66}"
2026-04-05T13:18:56.908264,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395136906, ""temperature"": 73}"
2026-04-05T13:18:59.907593,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395139907, ""temperature"": 89}"
2026-04-05T13:19:02.920065,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395142917, ""temperature"": 79}"
2026-04-05T13:19:05.922169,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395145921, ""temperature"": 72}"
2026-04-05T13:19:08.931506,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395148931, ""temperature"": 63}"
2026-04-05T13:19:11.938855,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395151938, ""temperature"": 85}"
2026-04-05T13:19:14.945048,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395154945, ""temperature"": 66}"
2026-04-05T13:19:17.957901,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395157956, ""temperature"": 89}"
2026-04-05T13:19:20.967312,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395160967, ""temperature"": 84}"
2026-04-05T13:19:23.982765,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395163981, ""temperature"": 90}"
2026-04-05T13:19:26.987312,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395166987, ""temperature"": 85}"
2026-04-05T13:19:29.992926,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395169992, ""temperature"": 64}"
2026-04-05T13:19:32.994446,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395172994, ""temperature"": 74}"
2026-04-05T13:19:35.997580,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395175997, ""temperature"": 83}"
2026-04-05T13:19:39.011990,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395179011, ""temperature"": 61}"
2026-04-05T13:19:42.017972,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395182017, ""temperature"": 82}"
2026-04-05T13:19:45.026059,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395185025, ""temperature"": 83}"
2026-04-05T13:19:48.033632,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395188033, ""temperature"": 65}"
2026-04-05T13:19:51.039213,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395191038, ""temperature"": 75}"
2026-04-05T13:19:54.052844,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395194051, ""temperature"": 83}"
2026-04-05T13:19:57.055057,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395197054, ""temperature"": 74}"
2026-04-05T13:20:00.059949,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395200059, ""temperature"": 80}"
2026-04-05T13:20:03.065807,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395203063, ""temperature"": 73}"
2026-04-05T13:20:06.075221,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395206073, ""temperature"": 80}"
2026-04-05T13:20:09.083334,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395209083, ""temperature"": 90}"
2026-04-05T13:20:12.091572,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395212089, ""temperature"": 68}"
2026-04-05T13:20:15.100777,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395215099, ""temperature"": 90}"
2026-04-05T13:20:18.101809,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395218101, ""temperature"": 60}"
2026-04-05T13:20:21.115466,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395221112, ""temperature"": 77}"
2026-04-05T13:20:24.126766,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395224126, ""temperature"": 76}"
2026-04-05T13:20:27.137086,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395227135, ""temperature"": 78}"
2026-04-05T13:20:30.147448,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395230147, ""temperature"": 81}"
2026-04-05T13:20:33.148958,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395233147, ""temperature"": 71}"
2026-04-05T13:20:36.189890,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395236150, ""temperature"": 66}"
2026-04-05T13:20:39.200563,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395239198, ""temperature"": 86}"
2026-04-05T13:20:42.212644,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395242211, ""temperature"": 85}"
2026-04-05T13:20:45.226881,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395245226, ""temperature"": 82}"
2026-04-05T13:20:48.243550,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395248241, ""temperature"": 87}"
2026-04-05T13:20:51.251785,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395251251, ""temperature"": 90}"
2026-04-05T13:20:54.267196,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395254267, ""temperature"": 88}"
2026-04-05T13:20:57.268673,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395257268, ""temperature"": 80}"
2026-04-05T13:21:00.272327,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395260270, ""temperature"": 63}"
2026-04-05T13:21:03.279862,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395263278, ""temperature"": 79}"
2026-04-05T13:21:06.293628,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395266292, ""temperature"": 62}"
2026-04-05T13:21:09.307089,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395269307, ""temperature"": 65}"
2026-04-05T13:21:12.314909,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395272313, ""temperature"": 68}"
2026-04-05T13:21:15.332769,iot/lab/sensor1/temperature,"{""sensor_id"": ""attack"", ""ts_device"": 1775395275328, ""temperature"": 71}"
